experience,country,education,languages,frameworks,company_size,salary_usd
37,UK,Bachelors,"Ruby, C++","Ruby on Rails, Angular",51-200,145218
5,Brazil,Masters,"Swift, C++","ASP.NET, Angular",11-50,71289
9,Australia,Masters,"C++, Swift","Ruby on Rails, Laravel",5000+,103601
14,USA,Bachelors,"C++, Rust",,1-10,141768
27,Germany,Masters,,"Express, ASP.NET",11-50,175667
5,USA,Bachelors,"PHP, Ruby","ASP.NET, Ruby on Rails",5000+,142457
10,Singapore,Bachelors,"C#, Ruby","Flask, Laravel",1-10,79379
10,Germany,Bachelors,"Python, Python","Django, Django",5000+,86490
26,UK,Masters,"Python, Go","Vue, Vue",5000+,175881
30,India,Masters,,"Spring, Vue",1-10,137804
26,Singapore,Masters,"Python, Rust","Ruby on Rails, Laravel",51-200,120142
22,India,High School,"Java, C++","Laravel, Ruby on Rails",1001-5000,87900
36,Germany,Masters,"C++, C#",,5000+,
13,Japan,,,"Vue, Express",51-200,96390
21,India,Bachelors,"Java, C++","Angular, Spring",11-50,70339
,Japan,MASTERS,"Java, Ruby","Express, Ruby on Rails",1-10,50726
13,USA,Masters,"Swift, Go","Laravel, Angular",201-1000,n/a
35,USA,Bachelors,"Swift, Java","Vue, Ruby on Rails",5000+,217897
34,Australia,Bachelors,"Java, PHP","ASP.NET, Ruby on Rails",201-1000,135158
10,USA,,"Java, Python","Laravel, Ruby on Rails",1001-5000,128161
24,Germany,Masters,"Go, C++","React, Ruby on Rails",201-1000,157274
39,India,Bachelors,"Java, Python",,51-200,
18,USA,High School,"Java, C++","React, Django",51-200,143239
1,Japan,Bachelors,"Python, JavaScript","Ruby on Rails, Angular",1001-5000,56541
16,Singapore,Bachelors,"Go, C#","Ruby on Rails, Spring",201-1000,112085
35,USA,Bachelors,"Ruby, Java","Django, Flask",201-1000,229971
33,Germany,Bachelors,,"Django, Flask",51-200,156502
31,USA,Bachelors,"C++, Ruby","Express, React",1-10,214885
,France,Masters,"C++, PHP","Flask, ASP.NET",51-200,183344
39,USA,Masters,"Rust, Go","Vue, Spring",5000+,272907
,Canada,Bachelors,"Python, Go","Express, Angular",5000+,201500
20,USA,Bachelors,"Java, Swift","Laravel, Laravel",11-50,158812
14,India,High School,"C#, Go","Vue, Flask",1001-5000,47635
7,USA,Bachelors,"C++, Swift",,1001-5000,95866
9,UK,PhD,"Swift, Python","Laravel, Spring",201-1000,92033
22,Australia,Bachelors,"C#, Python","React, Laravel",11-50,135930
23,USA,Masters,"Go, Python","Express, Ruby on Rails",1001-5000,168465
12,USA,Masters,"C#, Swift",,11-50,120790
40,UK,Masters,"JavaScript, Ruby","ASP.NET, Laravel",11-50,190896
24,Canada,Masters,"Java, Python","Express, ASP.NET",1-10,133222
,U.S.A.,Bachelors,"Go, C#","Ruby on Rails, Spring",51-200,148408
34,USA,Bachelors,"JavaScript, JavaScript","Express, Flask",11-50,224392
23,Germany,Some College,"Ruby, Java","Angular, Django",201-1000,103317
28,USA,,"JavaScript, C++","Angular, Spring",5000+,
3,Australia,Some College,"C++, PHP","ASP.NET, Django",1001-5000,61483
0,USA,Bachelors,"Go, Java","ASP.NET, Express",1-10,72975
24,UK,,"Ruby, Ruby","Express, Express",5000+,
33,UK,Masters,"Swift, JavaScript","Django, Express",11-50,179723
22,USA,Some College,,"Django, Laravel",51-200,126283
7,USA,bachelors,"PHP, Rust","Angular, Express",1001-5000,102414
37,India,,"Swift, Python","React, ASP.NET",5000+,137640
5,UK,Masters,"Ruby, JavaScript","Flask, ASP.NET",201-1000,81190
24,Canada,Bachelors,"JavaScript, C++","Angular, Express",5000+,155519
21,Germany,Bachelors,"JavaScript, Go","Flask, Laravel",1-10,127813
27,USA,Masters,"C#, C++","Express, Vue",11-50,184452
18,UK,Masters,"Go, C++","React, Ruby on Rails",1001-5000,109243
36,UK,Bachelors,"PHP, PHP","Spring, Django",1-10,169088
29,  India  ,Bachelors,"Ruby, Java","Express, Vue",1-10,104552
39,USA,Bachelors,"C#, C++",,5000+,264176
17,Brazil,Bachelors,"Rust, Ruby","Spring, Laravel",5000+,125341
,France,Bachelors,"Java, Go","Express, React",11-50,86192
32,USA,Bachelors,"Rust, PHP","Express, Express",51-200,191336
39,USA,Bachelors,"Java, Python","React, Angular",5000+,194853
31,Japan,,"Go, PHP","Django, React",1001-5000,135677
17,USA,Bachelors,"Rust, Ruby","Ruby on Rails, ASP.NET",11-50,121727
6,USA,Bachelors,"C++, Go","Laravel, Angular",201-1000,102770
37,USA,Bachelors,"Java, C++",,1-10,178851
,France,Bachelors,"JavaScript, PHP",,201-1000,122576
36,Germany,Bachelors,"Java, C#","ASP.NET, Ruby on Rails",51-200,195294
17,USA,Bachelors,"Rust, Rust",,51-200,166362
27,Germany,Bachelors,"PHP, JavaScript","Ruby on Rails, Laravel",1-10,115753
40,Germany,Some College,"Python, Go","Ruby on Rails, Ruby on Rails",1-10,203062
-8,USA,Masters,"PHP, Java","Ruby on Rails, Ruby on Rails",11-50,243069
15,USA,Bachelors,"Swift, Python",,51-200,150838
23,UK,,"Java, PHP","Angular, React",1001-5000,140171
13,Japan,Masters,"C#, Ruby","Spring, Express",11-50,115705
1,India,Masters,"Rust, Java","Ruby on Rails, Flask",1-10,29494
25,France,High School,"Go, Go","Spring, Django",11-50,144132
10,USA,Masters,"Java, PHP","Express, Express",1-10,
0,Australia,High School,"Ruby, Ruby","Laravel, Laravel",5000+,69263
40,UK,Bachelors,"PHP, C++","ASP.NET, ASP.NET",1-10,211734
8,France,Masters,,"Laravel, Ruby on Rails",11-50,75172
21,France,Some College,,"Express, Flask",51-200,100640
8,India,PhD,"C#, JavaScript","ASP.NET, Vue",201-1000,58072
25,Canada,Bachelors,"PHP, Swift","Flask, Vue",11-50,110994
30,France,Bachelors,"Go, Swift","Spring, Spring",1001-5000,137009
17,USA,Bachelors,,"Express, Ruby on Rails",5000+,152564
,UK,Masters,"Swift, C#","Ruby on Rails, React",11-50,130885
20,USA,Bachelors,"Java, Swift","Angular, Spring",201-1000,175550
18,Germany,PhD,"Rust, Ruby","Flask, Ruby on Rails",51-200,119873
2,USA,Bachelors,"JavaScript, Python","React, Ruby on Rails",5000+,121272
,USA,Masters,"JavaScript, Ruby","Angular, Flask",11-50,161175
2,Singapore,Masters,"Ruby, Swift","Express, Ruby on Rails",11-50,54029
16,UK,Masters,"JavaScript, Swift","Ruby on Rails, Flask",1001-5000,
21,USA,Bachelors,"C++, Rust","Spring, Ruby on Rails",201-1000,130067
1,Canada,Some College,"Swift, Python","Flask, Vue",201-1000,65123
,UK,Bachelors,"Java, Rust",,11-50,86096
26,USA,Bachelors,"Python, Java",,1-10,161157
3,Germany,Masters,"C#, C#","Express, Django",1001-5000,82750
16,UK,Bachelor's,"PHP, Rust","ASP.NET, Angular",1001-5000,90856
9,Canada,Some College,"JavaScript, Ruby","Angular, Ruby on Rails",201-1000,103713
9,France,,,"Express, Flask",1-10,79886
9,USA,Masters,,"ASP.NET, Flask",5000+,137534
20,Canada,Bachelors,"Python, Python","Flask, Vue",1001-5000,115341
0,India,Bachelors,"JavaScript, Python","Express, Flask",1001-5000,-49821
16,Canada,Bachelors,"Python, C++","Express, Spring",1001-5000,105273
17,UK,Bachelors,"C#, Java","Flask, Django",1001-5000,97037
15,France,Masters,"Rust, Go","Ruby on Rails, Express",201-1000,124357
33,USA,Masters,"PHP, JavaScript","React, React",201-1000,168734
24,Canada,Bachelors,"Swift, Ruby","Spring, Angular",201-1000,147935
12,US,Masters,"Swift, Ruby","Flask, Ruby on Rails",5000+,156126
18,Germany,Bachelors,"JavaScript, Go","ASP.NET, Vue",51-200,93524
11,India,Bachelors,"JavaScript, Java","Django, Vue",5000+,67123
33,USA,Bachelors,"C#, Ruby",,11-50,162316
66,India,Some College,"Ruby, Ruby","Express, React",11-50,15216
22,USA,Masters,"JavaScript, Python","Angular, Vue",1-10,
40,Brazil,Bachelors,"Python, JavaScript","Ruby on Rails, Ruby on Rails",5000+,
8,Singapore,Some College,"C++, Java","Flask, Angular",5000+,84609
22,India,Bachelors,"Go, Swift","Ruby on Rails, ASP.NET",5000+,85880
14,USA,Bachelor's,"C#, Java","Vue, Angular",11-50,138540
5,India,Some College,"C++, C#","Vue, Django",5000+,51082
38,USA,Some College,"Swift, Java","ASP.NET, Express",51-200,236324
9,India,,"JavaScript, Java","React, Angular",1001-5000,56711
7,USA,Masters,"Rust, Rust","Express, Laravel",11-50,100044
37,Canada,Bachelors,"PHP, Swift","Laravel, Ruby on Rails",1001-5000,181464
32,Japan,,"Python, JavaScript","ASP.NET, Vue",1001-5000,134532
24,Canada,Bachelors,"C++, Java","Laravel, Spring",201-1000,126706
29,Brazil,  Bachelors  ,"C#, C#","Flask, React",1-10,155771
38,Japan,PhD,"C++, Ruby","React, Angular",1001-5000,202412
26,USA,PhD,"Swift, Rust","Spring, Express",11-50,164150
25,USA,Bachelors,"Swift, Go","Express, Laravel",11-50,160607
35,UK,Masters,"C#, Java","Ruby on Rails, React",11-50,147438
18,Germany,Bachelors,"JavaScript, Java","Django, Vue",1001-5000,121152
10,USA,PhD,"Ruby, Rust","Ruby on Rails, React",1-10,139317
22,USA,Bachelors,"Go, Java","Django, Flask",1-10,141655
35,Germany,Bachelors,"Ruby, PHP","Vue, React",5000+,200123
38,USA,Bachelors,"Rust, Java","Angular, React",5000+,251308
5,Canada,Masters,"Python, Ruby","Django, Vue",5000+,91580
30,Germany,Bachelors,"Swift, Python","React, Express",51-200,175408
16,USA,Masters,"Python, JavaScript","Spring, Angular",1-10,121924
7,France,Bachelors,"PHP, Swift","Spring, Django",5000+,79634
19,Germany,,"Go, Ruby","Spring, ASP.NET",5000+,159709
15,India,Bachelors,"C++, C++","Flask, ASP.NET",5000+,76449
0,Japan,Masters,"PHP, Go","Django, Spring",11-50,50444
15,Australia,Masters,"Rust, Rust","Express, Vue",201-1000,93233
34,Germany,Some College,"Rust, C++",,1-10,144490
34,Australia,Some College,"Swift, Ruby","Angular, React",1001-5000,164320
5,USA,Some College,"Java, Go","Laravel, Spring",1001-5000,89166
33,USA,bachelors,"Python, C++","Express, Angular",1001-5000,184813
32,USA,MASTERS,,,5000+,1470300
0,Brazil,Masters,"Go, Go","React, Django",51-200,missing
9,USA,Bachelors,"Java, Swift","Flask, Django",1-10,103200
39,France,Bachelors,"Python, Swift","Express, React",11-50,145317
7,Canada,Masters,"Go, Java","Laravel, Express",1-10,
10,USA,Masters,"Python, JavaScript","Spring, Laravel",201-1000,126835
N/A,UK,Bachelors,"Rust, Rust","React, Flask",5000+,74345
8,UK,Bachelors,"JavaScript, JavaScript","Spring, Flask",5000+,104480
13,USA,Masters,"Java, C#","Ruby on Rails, ASP.NET",11-50,154961
29,USA,,"Python, Java","Django, ASP.NET",11-50,167777
23,USA,Bachelors,"C++, Swift","Laravel, React",51-200,186858
18,USA,,,"Vue, Vue",11-50,166024
11,Germany,Bachelors,"Go, Java","Ruby on Rails, Express",5000+,123363
2,Germany,Bachelors,"Rust, Ruby","Angular, Ruby on Rails",11-50,57167
73,USA,Bachelors,"Rust, Rust","Ruby on Rails, Vue",201-1000,154570
-6,Singapore,Masters,"Python, PHP","ASP.NET, Vue",201-1000,n/a
,USA,Bachelors,"Java, Python","Express, ASP.NET",1001-5000,204235
26,USA,,"Python, C++","Flask, Flask",1001-5000,147948
16,USA,Bachelors,"C#, Python","Angular, Express",201-1000,136902
19,Canada,PhD,"C++, PHP",,11-50,115297
38,Canada,High School,"Rust, C++","Angular, Laravel",201-1000,200003
18,Canada,Bachelors,"Rust, Rust","Laravel, ASP.NET",201-1000,126745
39,India,Bachelors,"Java, Python",,51-200,
,USA,Bachelors,"PHP, C++","Spring, Spring",201-1000,
3,USA,Bachelors,"JavaScript, Python",,11-50,102543
8,UK,Some College,"PHP, JavaScript","Django, Spring",51-200,88655
28,USA,Bachelors,"Rust, Ruby","Django, Spring",1001-5000,172484
13,Canada,Masters,"Swift, Rust","Express, Ruby on Rails",5000+,102086
34,Brazil,Bachelors,,"React, Vue",51-200,170887
29,USA,Masters,"JavaScript, Ruby","Spring, Vue",51-200,183539
20,Germany,PhD,"Python, Ruby","React, React",5000+,165483
14,USA,Masters,"Rust, Python","React, Ruby on Rails",51-200,154948
10,India,Bachelors,,"Spring, Spring",1-10,39085
23,USA,,"C#, JavaScript","Vue, Ruby on Rails",1001-5000,149890
15,Singapore,Masters,"Java, Ruby","ASP.NET, Spring",1-10,124198
23,USA,Some College,"Python, PHP","Angular, ASP.NET",5000+,182612
34,USA,High School,"Ruby, Swift","Django, Express",1001-5000,181498
13,UNITED KINGDOM,Bachelors,,"Flask, ASP.NET",11-50,116400
4,India,PhD,"JavaScript, PHP","Laravel, Angular",5000+,62968
,UK,High School,"JavaScript, Python","Laravel, Django",51-200,67639
6,Canada,Masters,"PHP, Rust","React, Spring",1-10,-16868
6,USA,Masters,"Go, Swift","React, ASP.NET",51-200,139360
17,France,Bachelors,"C++, Swift","Express, Spring",11-50,89053
25,Canada,Bachelors,"Python, Swift","Express, ASP.NET",51-200,128649
13,USA,Bachelors,"JavaScript, Ruby","ASP.NET, Ruby on Rails",201-1000,128288
38,USA,High School,,"ASP.NET, Laravel",1001-5000,238459
11,USA,Incomplete,"Python, PHP","ASP.NET, Django",1-10,109614
15,Germany,Masters,"Rust, Java","Spring, Spring",1-10,105710
29,UK,Bachelors,"Python, PHP","ASP.NET, Ruby on Rails",51-200,-3444
29,USA,Bachelors,"C++, Python","Spring, Ruby on Rails",1-10,-15743
6,USA,Some College,"Ruby, Rust","Angular, React",201-1000,
17,USA,Masters,"Swift, C++","React, ASP.NET",201-1000,-27539
3,USA,Masters,"Python, Rust","Express, Laravel",51-200,112103
12,USA,Masters,,"ASP.NET, ASP.NET",1001-5000,117254
18,USA,Some College,"Java, PHP",,1-10,166430
35,Germany,Some College,"Go, C++","Django, Laravel",201-1000,177050
22,UK,Masters,"PHP, JavaScript","Flask, React",201-1000,144167
0,USA,Bachelors,"Python, PHP","Flask, Flask",1-10,89938
5,USA,Bachelors,"JavaScript, Swift","Django, Laravel",1001-5000,109122
19,US,Bachelors,,,1001-5000,125473
3,Germany,High School,"JavaScript, Swift","Spring, React",5000+,85080
25,Canada,Masters,"Go, Go","React, Django",11-50,153933
16,USA,Masters,"Rust, PHP","React, Express",1001-5000,149000
36,Australia,Masters,"PHP, Python","Spring, Spring",201-1000,163414
33,Australia,Masters,"Swift, PHP","Angular, Django",201-1000,136662
0,Canada,PhD,"Go, Ruby","React, Spring",51-200,
4,USA,Bachelors,"Python, Rust","Angular, Flask",1-10,105549
62,USA,Bachelors,"Rust, Ruby","Flask, Laravel",1-10,176220
78,USA,Masters,"Ruby, Swift",,51-200,239174
15,India,Bachelors,"JavaScript, Rust","Ruby on Rails, Django",201-1000,48031
38,Singapore,Bachelors,"PHP, PHP","Vue, React",1001-5000,138070
33,USA,Masters,"Python, Rust","Flask, Laravel",1-10,189595
24,India,Masters,"Rust, JavaScript","Spring, Flask",51-200,79093
13,India,Bachelors,"C++, PHP","Angular, Express",5000+,56118
3,USA,Bachelors,,"Ruby on Rails, ASP.NET",11-50,95740
33,Germany,Masters,"Swift, C#","Laravel, Angular",1-10,167039
11,Australia,Bachelors,"Ruby, Ruby","Ruby on Rails, Express",51-200,89822
39,USA,Masters,"Ruby, JavaScript","Laravel, Angular",1001-5000,228518
0,USA,Bachelors,"Swift, PHP","Spring, Angular",1-10,106310
29,Canada,Masters,"Ruby, Ruby","Laravel, Flask",11-50,132749
8,Australia,Bachelors,,,1-10,86455
-,India,Bachelors,"Swift, C++","Vue, Flask",5000+,
39,USA,Bachelors,"PHP, Python","Flask, ASP.NET",11-50,178226
25,Germany,Bachelors,"C++, Swift","Vue, ASP.NET",1-10,
4,India,Masters,"C++, Java","Ruby on Rails, Django",1-10,30107
2,Germany,PhD,"Python, C++","Laravel, Angular",5000+,
2,United States,Bachelors,"Python, C#","React, Laravel",1-10,78091
33,Canada,Masters,"JavaScript, PHP","Django, React",201-1000,185059
34,Germany,Masters,"Ruby, Python","Vue, Express",201-1000,159949
27,USA,Bachelors,"Go, PHP","Ruby on Rails, Laravel",11-50,161162
40,Germany,Some College,"Swift, Java","Express, Laravel",5000+,159716
39,USA,Bachelors,"C#, C#","ASP.NET, Spring",11-50,187961
2,Australia,Bachelors,"PHP, Ruby","ASP.NET, Express",11-50,46625
5,UK,Masters,"Python, C++","Vue, Spring",1001-5000,68523
1,USA,High School,"C#, Python","Django, Vue",5000+,103896
16,France,,"C++, Python","Angular, React",201-1000,114163
13,USA,Masters,"Ruby, PHP","Express, ASP.NET",51-200,155214
-9,Germany,Bachelors,"C++, JavaScript","Angular, Ruby on Rails",11-50,180922
2,USA,Bachelors,"C#, JavaScript","Spring, Angular",5000+,103955
15,Australia,Masters,"C#, Java","Django, Spring",1001-5000,95696
31,Japan,Masters,"Java, Ruby","Django, Django",201-1000,179702
39,France,Some College,"Swift, Go","Spring, Laravel",1001-5000,135721
17,USA,Some College,"JavaScript, C#","Spring, Ruby on Rails",11-50,136988
2,USA,Bachelors,"Swift, PHP","Express, Laravel",1001-5000,100017
3,France,PhD,"Java, JavaScript","Vue, Vue",1-10,73704
35,Germany,Masters,"Ruby, Ruby","Django, Angular",1-10,183373
22,Singapore,,"Go, C#","Vue, Spring",1-10,101943
23,UK,Some College,"Java, Ruby","Django, Laravel",201-1000,?
0,UK,Masters,"C++, PHP","React, Ruby on Rails",1-10,83136
16,Canada,PhD,"Go, Rust","Vue, Angular",201-1000,141822
18,USA,Bachelors,"Go, JavaScript","Spring, Laravel",5000+,176210
16,Japan,Bachelors,"Java, Ruby","Laravel, ASP.NET",5000+,108557
19,Canada,Bachelors,"PHP, Python","Vue, Ruby on Rails",201-1000,133444
37,Singapore,Bachelors,"Java, C++","React, Spring",1-10,174926
26,USA,Some College,"Go, Python","Ruby on Rails, Django",201-1000,139525
1,USA,MASTERS,,"React, Flask",1001-5000,105250
5,USA,Masters,"Swift, C++",,1001-5000,97788
10,USA,Bachelors,"Python, Java","Django, ASP.NET",201-1000,142085
38,USA,Bachelors,"Swift, C#",,1001-5000,231923
28,Brazil,,"Swift, Python","Spring, React",201-1000,110175
20,USA,Bachelors,"Go, Python","Ruby on Rails, ASP.NET",1-10,null
12,USA,Bachelors,"JavaScript, C#","React, ASP.NET",51-200,150646
2,USA,Bachelors,"Rust, Ruby","ASP.NET, Vue",1-10,105726
NA,USA,Bachelors,"Java, Go","React, React",51-200,182677
19,USA,Bachelors,"Python, Swift","React, Laravel",51-200,154044
24,Canada,Some College,"Go, Ruby","Laravel, Flask",1001-5000,125761
1,india,Masters,"Java, Python","Spring, React",201-1000,25160
25,UK,Masters,,"React, Spring",201-1000,162899
26,USA,Bachelors,"JavaScript, Swift","Spring, Laravel",11-50,157121
10,Canada,Bachelors,"C#, Python","Vue, Laravel",201-1000,106562
4,Germany,Bachelors,"Java, Swift","Vue, Spring",1-10,77907
22,India,Some College,"Go, Ruby","Ruby on Rails, Laravel",1001-5000,70231
17,India,Bachelors,"PHP, PHP","Vue, ASP.NET",1001-5000,62097
28,Canada,Masters,"JavaScript, Swift","ASP.NET, Angular",5000+,141165
,USA,Masters,"Rust, Go","Spring, Vue",51-200,153893
16,Japan,  Bachelors  ,"Swift, PHP","ASP.NET, Express",201-1000,82551
23,USA,,"Go, Ruby","Flask, Vue",1001-5000,182701
20,USA,Masters,"C#, JavaScript","Laravel, Vue",1001-5000,173529
34,USA,Masters,"PHP, C++","React, Vue",11-50,178429
20,UK,Bachelor's,"Python, Rust",,201-1000,120745
3,USA,Bachelors,"Swift, PHP","Ruby on Rails, Laravel",5000+,124530
25,UK,Bachelors,"PHP, C++","Angular, Django",201-1000,161852
6,Germany,Bachelors,"C#, C++","Angular, Laravel",201-1000,83800
60,  USA  ,High School,"PHP, Java","Django, Express",1-10,110471
9,Germany,Bachelors,"Swift, Rust","React, React",51-200,94424
24,Deutschland,Masters,"PHP, JavaScript","Django, React",1-10,158794
,UK,Bachelors,"Go, Go","Vue, Express",51-200,178991
1,U.S.A.,Bachelors,"Rust, Swift","React, Vue",11-50,83992
,USA,Bachelors,"Ruby, PHP","ASP.NET, Laravel",5000+,127951
35,UK,Masters,,"React, Express",5000+,182234
9,Brazil,,"PHP, Go","React, Laravel",5000+,103773
9,Canada,Bachelors,"Ruby, Python","ASP.NET, React",201-1000,73530
22,USA,Bachelors,"Java, Python","Laravel, Express",201-1000,184805
12,Germany,Bachelors,"Python, PHP",,1001-5000,
1,USA,Bachelors,"C++, Go","Laravel, Flask",5000+,127261
21,USA,Bachelors,"JavaScript, Swift","React, Flask",11-50,126533
0,USA,Bachelors,"PHP, Python","Laravel, ASP.NET",201-1000,88905
,USA,PhD,"Rust, PHP","Ruby on Rails, Ruby on Rails",5000+,148069
?,USA,Bachelors,"Swift, Ruby","Laravel, Angular",11-50,126011
22,USA,Some College,"PHP, Java","Spring, Angular",11-50,null
21,Germany,Bachelors,"JavaScript, PHP","Express, Ruby on Rails",201-1000,146593
16,USA,Some College,"Rust, Ruby","Express, Vue",5000+,148772
27,India,Bachelors,,"React, React",51-200,111280
4,Japan,Some College,"C++, Ruby","React, Express",1001-5000,61429
25,UK,Masters,"Java, JavaScript","Flask, Angular",11-50,116299
33,USA,Masters,"JavaScript, C#","React, Vue",5000+,250336
2,UK,Some College,"Ruby, Java","Flask, React",5000+,90596
16,Japan,Bachelors,,"Ruby on Rails, Flask",5000+,98746
22,Germany,Masters,"Java, Ruby","Express, Laravel",1001-5000,135686
